id,scene,caption
61273,Office,"With your left hand, bring the bobby pin from the Yellow Book to the table, and with your right hand, put the purple hand cream from the table to the Yellow Book"
61274,Office,"With your left hand, you bring the bobby pin from the Yellow Book to the table, and with your right hand, you place the single key from the table into the Yellow Book"
61275,Office,"The left hand brings the bobby pins from the Yellow Book to the table, and the right hand puts the keys from the table to the Yellow Book"
61276,Office,"The left hand brings the bobby pin from the Yellow Book to the table, and the right hand puts the black key from the table to the Yellow Book"
61277,Office,"With your left hand, you bring the bobby pin from the Yellow Book to the table, and with your right hand, you place the powder mask from the table into the Yellow Book"
61278,Office,"With your left hand, bring the pink bobby pin from the Yellow Book to the table, and with your right hand, put the blue face mask from the table to the Yellow Book"
61279,Office,"With your left hand, bring the pink bobby pin from the Yellow Book to the table, and with your right hand, put the white face mask from the table to the Yellow Book"
61280,Office,"With your left hand, take the powder bobby pin from the Yellow Book to the table, and with your right hand, put the black power bank on the table to the Yellow Book"
61281,Office,"With your left hand, bring the pink bobby pin from the Yellow Book to the desktop, and with your right hand, place the white charger on the desktop to the Yellow Book"
61282,Office,"With your left hand, bring the powder bobby pin from the Yellow Book to the desktop, and with your right hand, place the black and white power bank on the desktop to the Yellow Book"
61283,Office,"With your left hand, bring the pink bobby pin from the Yellow Book to the table, and with your right hand, place the pink nail clippers from the table onto the Yellow Book"
61284,Office,"With your left hand, bring the pink clip from the Yellow Book to the table, and with your right hand, put the green nail clippers from the table to the Yellow Book"
61285,Office,"The left hand brings the pink clip from the Yellow Book to the table, and the right hand puts the purple nail clippers from the table to the Yellow Book"
61286,Office,"With your left hand, you bring the pink clip from the Yellow Book to the table, and with your right hand, you put the pink comb from the table to the Yellow Book"
61287,Office,"The left hand brings the pink bobby pin from the Yellow Book to the table, and the right hand puts the green comb from the table to the Yellow Book"
61288,Office,"The left hand brings the pink bobby pin from the Yellow Book to the table, and the right hand puts the purple comb from the table to the Yellow Book"
61289,Office,"With your left hand, bring the pink bobby pin from the Yellow Book to the table, and with your right hand, place the coaster 1 on the table to the Yellow Book"
61290,Office,"With your left hand, bring the bobby pin from the Yellow Book to the table, and with your right hand, place the coasters 2 on the table to the Yellow Book"
61291,Office,"With your left hand, bring the bobby pin from the Yellow Book to the table, and with your right hand, place the coasters 3 from the table on the Yellow Book"
61292,Office,"With your left hand, bring the powder clip from the Yellow Book to the table, and with your right hand, place the phone case 1 on the table to the Yellow Book"
61293,Office,"With your left hand, bring the powder clip from the Yellow Book to the table, and with your right hand, place the phone case 1 on the table to the Yellow Book"
61294,Office,"With your left hand, bring the powder clip from the Yellow Book to the table, and with your right hand, place the phone case 3 on the table to the Yellow Book"
61295,Office,"With your left hand, bring the bobby pin from the Yellow Book to the table, and with your right hand, place the scissors on the table to the Yellow Book"
61296,Office,"With your left hand, bring the pink clip from the Yellow Book to the table, and with your right hand, put the blue scissors from the table to the Yellow Book"
61297,Office,"With your left hand, bring the pink clip from the Yellow Book to the table, and with your right hand, put the purple scissors from the table to the Yellow Book"
61298,Office,"With your left hand, you bring the pink clip from the Yellow Book to the table, and with your right hand, you place the red packet of paper towels from the table into the Yellow Book"
61299,Office,"Your left hand brings the pink bobby pin from the Yellow Book to the table, and your right hand puts the green packet of paper towels from the table to the Yellow Book"
61300,Office,"Your left hand brings the pink bobby pin from the Yellow Book to the table, and your right hand puts the blue packet of paper towels from the table to the Yellow Book"
61301,Office,"With your left hand, bring the pink bobby pin from the Yellow Book to the table, and with your right hand, place the pink earplugs from the table onto the Yellow Book"
61302,Office,"With your left hand, bring the pink bobby pins from the Yellow Book to the table, and with your right hand, place the blue earplugs from the table to the Yellow Book"
61303,Office,"With your left hand, bring the pink bobby pin from the Yellow Book to the table, and with your right hand, put the green earplugs from the table to the Yellow Book"
61304,Office,"With your left hand, bring the pink bobby pin from the Yellow Book to the table, and with your right hand, put the pink and white eye patch from the table to the Yellow Book"
61305,Office,"With your left hand, you bring the pink bobby pin from the Yellow Book to the table, and with your right hand, you put the black eye patch from the table to the Yellow Book"
61306,Office,"The left hand brings the pink bobby pin from the Yellow Book to the table, and the right hand puts the flesh-colored eye patch from the table to the Yellow Book"
61307,Office,"The left hand brings the white hair clip from the Yellow Book to the table, and the right hand puts the pink glasses on the table into the Yellow Book"
61308,Office,"The left hand brings the white bobby pin from the Yellow Book to the table, and the right hand puts the green glasses from the table to the Yellow Book"
61309,Office,"The left hand brings the white bobby pin from the Yellow Book to the table, and the right hand puts the black glasses from the table to the Yellow Book"
61310,Office,"The left hand brings the white hair clip from the Yellow Book to the desktop, and the right hand puts the Huawei mobile phone on the desktop to the Yellow Book"
61311,Office,"The left hand brings the white hair clip from the Yellow Book to the desktop, and the right hand puts the black iPhone on the desktop to the Yellow Book"
61312,Office,"Your left hand brings the white hairpin from the Yellow Book to the table, and your right hand puts the white iPhone from the table to the Yellow Book"
61313,Office,"With your left hand, bring the white hairpin from the Yellow Book to the desktop, and with your right hand, place the black remote control from the desktop to the Yellow Book"
61314,Office,"Bring the white hairpin from the Yellow Book to the desktop with your left hand, and put the white remote control from the desktop to the Yellow Book with your right hand"
61315,Office,"Bring the white hairpin from the Yellow Book to the desktop with your left hand, and put the blue remote control from the desktop to the Yellow Book with your right hand"
61316,Office,"Bring the white hair clip from the Yellow Book to the desktop with your left hand, and place the wired black headphones from the desktop to the Yellow Book with your right hand"
61317,Office,"With your left hand, bring the white hair clip from the Yellow Book to the desktop, and with your right hand, place the wired white headphones from the desktop to the Yellow Book"
61318,Office,"With your left hand, bring the white hair clip from the Yellow Book to the desktop, and with your right hand, place the wired white and white headphones from the desktop to the Yellow Book"
61319,Office,"The left hand brings the white hair clip from the Yellow Book to the table, and the right hand puts the red watch from the table to the Yellow Book"
61320,Office,"The left hand brings the white bobby pin from the Yellow Book to the table, and the right hand puts the orange watch from the table to the Yellow Book"
61321,Office,"With your left hand, take the white bobby pin from the Yellow Book to the table, and with your right hand, put the blue watch from the table to the Yellow Book"
61322,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, put the pink hand cream from the table to the Yellow Book"
61323,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, put the green hand cream from the table to the Yellow Book"
61324,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, put the purple hand cream from the table to the Yellow Book"
61325,Office,"With your left hand, you bring the white bobby pin from the Yellow Book to the table, and with your right hand, you place the single key from the table onto the Yellow Book"
61326,Office,"The left hand brings the white bobby pin from the Yellow Book to the table, and the right hand puts the set of keys from the table to the Yellow Book"
61327,Office,"The left hand brings the white bobby pin from the Yellow Book to the table, and the right hand puts the black key from the table to the Yellow Book"
61328,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, put the pink mask from the table to the Yellow Book"
61329,Office,"With your left hand, bring the white hair clip from the Yellow Book to the table, and with your right hand, put the blue face mask from the table to the Yellow Book"
61330,Office,"With your left hand, bring the white hair clip from the Yellow Book to the table, and with your right hand, put the white face mask on the table to the Yellow Book"
61331,Office,"With your left hand, take the white hair clip from the Yellow Book to the desktop, and with your right hand, put the black power bank on the desktop to the Yellow Book"
61332,Office,"With your left hand, take the white bobby pin from the Yellow Book to the desktop, and with your right hand, put the white charger on the desktop to the Yellow Book"
61333,Office,"With your left hand, bring the white hairpin from the Yellow Book to the desktop, and with your right hand, place the black and white powerbank from the desktop to the Yellow Book"
61334,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, place the pink nail clippers from the table onto the Yellow Book"
61335,Office,"The left hand brings the white clip from the Yellow Book to the table, and the right hand puts the green nail clippers from the table to the Yellow Book"
61336,Office,"The left hand brings the white clip from the Yellow Book to the table, and the right hand puts the purple nail clippers from the table to the Yellow Book"
61337,Office,"With your left hand, you bring the white hair clip from the Yellow Book to the table, and with your right hand, you place the pink comb from the table on the Yellow Book"
61338,Office,"The left hand brings the white hairpin from the Yellow Book to the table, and the right hand puts the green comb from the table to the Yellow Book"
61339,Office,"The left hand brings the white hairpin from the Yellow Book to the table, and the right hand puts the purple comb from the table to the Yellow Book"
61340,Office,"With your left hand, bring the white hairpin from the Yellow Book to the table, and with your right hand, place the coaster1 from the table on the Yellow Book"
61341,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, place the coasters 2 from the table on the Yellow Book"
61342,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, place the coasters 3 from the table on the Yellow Book"
61343,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, place the phone case 1 on the table to the Yellow Book"
61344,Office,"With your left hand, bring the white hairpin from the Yellow Book to the table, and with your right hand, place the phone case 1 on the table to the Yellow Book"
61345,Office,"With your left hand, bring the white hairpin from the Yellow Book to the table, and with your right hand, put the phone case 3 on the table to the Yellow Book"
61346,Office,"Bring the white clip from the Yellow Book to the table with your left hand, and put the pink scissors from the table to the Yellow Book with your right hand"
61347,Office,"Bring the white clip from the Yellow Book to the table with your left hand, and put the blue scissors from the table to the Yellow Book with your right hand"
61348,Office,"Bring the white clip from the Yellow Book to the table with your left hand, and put the purple scissors from the table to the Yellow Book with your right hand"
61349,Office,"With your left hand, bring the white clip from the Yellow Book to the table, and with your right hand, place the red packet of paper towels from the table to the Yellow Book"
61350,Office,"Your left hand brings the white bobby pin from the Yellow Book to the table, and your right hand puts the green packet of paper towels from the table to the Yellow Book"
61351,Office,"Your left hand brings the white bobby pin from the Yellow Book to the table, and your right hand puts the blue packet of paper towels from the table to the Yellow Book"
61352,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, place the pink earplugs from the table onto the Yellow Book"
61353,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, put the blue earplugs from the table to the Yellow Book"
61354,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, put the green earplugs from the table to the Yellow Book"
61355,Office,"With your left hand, bring the white bobby pin from the Yellow Book to the table, and with your right hand, put the pink and white eye patch from the table to the Yellow Book"
61356,Office,"With your left hand, take the white bobby pin from the Yellow Book to the table, and with your right hand, put the black blindfold from the table to the Yellow Book"
61357,Office,"The left hand brings the white hair clip from the Yellow Book to the table, and the right hand puts the flesh-colored eye patch on the table to the Yellow Book"
61358,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the pink glasses from the table to the Yellow Book"
61359,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the green glasses from the table to the Yellow Book"
61360,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the black glasses from the table to the Yellow Book"
61361,Office,"The left hand brings the purple hair clip from the Yellow Book to the table, and the right hand puts the Huawei phone on the table to the Yellow Book"
61362,Office,"The left hand brings the purple hair clip from the Yellow Book to the table, and the right hand puts the black iPhone on the table to the Yellow Book"
61363,Office,"With your left hand, you bring the purple hair clip from the Yellow Book to the table, and with your right hand, you place the white iPhone on the table to the Yellow Book"
61364,Office,"With your left hand, bring the purple hair clip from the Yellow Book to the desktop, and with your right hand, place the black remote control on the desktop to the Yellow Book"
61365,Office,"Bring the purple hair clip from the Yellow Book to the desktop with your left hand, and put the white remote control from the desktop to the Yellow Book with your right hand"
61366,Office,"Bring the purple hair clip from the Yellow Book to the desktop with your left hand, and put the blue remote control from the desktop to the Yellow Book with your right hand"
61367,Office,"Bring the purple hair clip from the Yellow Book to the desktop with your left hand, and place the wired black headphones from the desktop to the Yellow Book with your right hand"
61368,Office,"With your left hand, bring the purple hair clips from the Yellow Book to the desktop, and with your right hand, place the wired white headphones from the desktop to the Yellow Book"
61369,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the desktop, and with your right hand, place the wired white and white headphones from the desktop to the Yellow Book"
61370,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the red watch from the table to the Yellow Book"
61371,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the orange watch from the table to the Yellow Book"
61372,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the blue watch from the table to the Yellow Book"
61373,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, put the pink hand cream from the table to the Yellow Book"
61374,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, put the green hand cream from the table to the Yellow Book"
61375,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, put the purple hand cream from the table to the Yellow Book"
61376,Office,"With your left hand, you bring the purple bobby pin from the Yellow Book to the table, and with your right hand, you place the single key from the table onto the Yellow Book"
61377,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts a set of keys from the table to the Yellow Book"
61378,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the black keys from the table to the Yellow Book"
61379,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, put the pink mask from the table to the Yellow Book"
61380,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, put the blue face mask from the table to the Yellow Book"
61381,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, put the white face mask from the table to the Yellow Book"
61382,Office,"With your left hand, take the purple bobby pin from the Yellow Book to the desktop, and with your right hand, put the black battery on the desktop to the Yellow Book"
61383,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the desktop, and with your right hand, place the white charger on the desktop to the Yellow Book"
61384,Office,"Bring the purple bobby pin from the Yellow Book to the desktop with your left hand, and place the black and white power bank from the desktop to the Yellow Book with your right hand"
61385,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, place the pink nail clippers from the table onto the Yellow Book"
61386,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the green nail clippers from the table to the Yellow Book"
61387,Office,"The left hand brings the purple hair clip from the Yellow Book to the table, and the right hand puts the purple nail clippers from the table to the Yellow Book"
61388,Office,"With your left hand, you bring the purple hair clips from the Yellow Book to the table, and with your right hand, you place the pink comb from the table on the Yellow Book"
61389,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the green comb from the table to the Yellow Book"
61390,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the purple comb from the table to the Yellow Book"
61391,Office,"With your left hand, bring the purple hairpin from the Yellow Book to the table, and with your right hand, place the coaster1 from the table on the Yellow Book"
61392,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, place the coasters 2 from the table on the Yellow Book"
61393,Office,"Bring the purple bobby pin from the Yellow Book to the table with your left hand, and place the coasters 3 from the table on the Yellow Book with your right hand"
61394,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, place the phone case 1 on the table to the Yellow Book"
61395,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, place the phone case 1 on the table to the Yellow Book"
61396,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, place the phone case 3 on the table to the Yellow Book"
61397,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, place the pink scissors from the table on the Yellow Book"
61398,Office,"Bring the purple bobby clip from the Yellow Book to the table with your left hand, and put the blue scissors from the table to the Yellow Book with your right hand"
61399,Office,"With your left hand, bring the purple bobby clip from the Yellow Book to the table, and with your right hand, put the purple scissors from the table to the Yellow Book"
61400,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, place the red packet of paper towels from the table onto the Yellow Book"
61401,Office,"Your left hand brings the purple bobby pin from the Yellow Book to the table, and your right hand puts the green packet of paper towels from the table to the Yellow Book"
61402,Office,"Your left hand brings the purple bobby pin from the Yellow Book to the table, and your right hand puts the blue packet of paper towels from the table to the Yellow Book"
61403,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, place the pink earplugs from the table onto the Yellow Book"
61404,Office,"Bring the purple bobby pin from the Yellow Book to the table with your left hand, and put the blue earplugs from the table to the Yellow Book with your right hand"
61405,Office,"Bring the purple bobby pin from the Yellow Book to the table with your left hand, and put the green earplugs from the table to the Yellow Book with your right hand"
61406,Office,"With your left hand, bring the purple bobby pin from the Yellow Book to the table, and with your right hand, put the pink and white eye patch from the table to the Yellow Book"
61407,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the black blindfold from the table to the Yellow Book"
61408,Office,"The left hand brings the purple bobby pin from the Yellow Book to the table, and the right hand puts the flesh-colored eye patch from the table to the Yellow Book"
61409,Office,"The left hand brings the pink hand cream from the Yellow Book to the table, and the right hand puts the pink glasses from the table to the Yellow Book"
61410,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the table, and with your right hand, put the green glasses from the table to the Yellow Book"
61411,Office,"With your left hand, bring the cream from the Yellow Book to the table, and with your right hand, put the black glasses from the table to the Yellow Book"
61412,Office,"With your left hand, you move the powder cream from the Yellow Book to the table, and with your right hand, you move the Huawei phone from the table to the Yellow Book"
61413,Office,"With your left hand, move the powder hand cream from the Yellow Book to the table, and with your right hand, move the black iPhone from the table to the Yellow Book"
61414,Office,"With your left hand, take the cream from the Yellow Book to the table, and with your right hand, put the white iPhone on the table to the Yellow Book"
61415,Office,"With your left hand, bring the powder hand cream from the Yellow Book to the table, and with your right hand, place the black remote control on the table to the Yellow Book"
61416,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the desktop, and with your right hand, place the white remote control from the desktop to the Yellow Book"
61417,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the desktop, and with your right hand, put the blue remote control from the desktop to the Yellow Book"
61418,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the desktop, and with your right hand, place the wired black headphones from the desktop into the Yellow Book"
61419,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the desktop, and with your right hand, place the wired white headphones from the desktop to the Yellow Book"
61420,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the desktop, and with your right hand, place the wired white and gray headphones from the desktop to the Yellow Book"
61421,Office,"Your left hand brings the pink hand cream from the Yellow Book to the table, and your right hand puts the red watch from the table to the Yellow Book"
61422,Office,"With your left hand, take the pink hand cream from the Yellow Book to the table, and with your right hand, put the orange watch from the table to the Yellow Book"
61423,Office,"With your left hand, take the pink hand cream from the Yellow Book to the table, and with your right hand, put the blue watch from the table to the Yellow Book"
61424,Office,"With your left hand, take the powder hand cream from the Yellow Book to the table, and with your right hand, put the powder hair clips from the table to the Yellow Book"
61425,Office,"With your left hand, take the powder hand cream from the Yellow Book to the table, and with your right hand, put the white hair clip from the table to the Yellow Book"
61426,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the table, and with your right hand, put the purple hair clips from the table to the Yellow Book"
61427,Office,"With your left hand, bring the powder cream from the Yellow Book to the table, and with your right hand, place the individual keys from the table onto the Yellow Book"
61428,Office,"The left hand brings the powder cream from the Yellow Book to the table, and the right hand puts the keys from the table to the Yellow Book"
61429,Office,"Your left hand brings the cream from the Yellow Book to the table, and your right hand puts the black keys from the table to the Yellow Book"
61430,Office,"With your left hand, take the powder cream from the Yellow Book to the table, and with your right hand, put the powder mask on the table to the Yellow Book"
61431,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the table, and with your right hand, put the blue face mask from the table to the Yellow Book"
61432,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the table, and with your right hand, put the white face mask from the table to the Yellow Book"
61433,Office,"With your left hand, take the powder hand cream from the Yellow Book to the table, and with your right hand, put the black power bank on the table to the Yellow Book"
61434,Office,"With your left hand, take the powder hand cream from the Yellow Book to the desktop, and with your right hand, put the white power bank on the desktop to the Yellow Book"
61435,Office,"With your left hand, take the powder hand cream from the Yellow Book to the desktop, and with your right hand, put the black and white power bank on the desktop to the Yellow Book"
61436,Office,"With the left hand, take the powder hand cream from the Yellow Book to the table, and with the right hand, put the powder nail clippers from the table into the Yellow Book"
61437,Office,"The left hand brings the pink hand cream from the Yellow Book to the table, and the right hand puts the green nail clippers from the table to the Yellow Book"
61438,Office,"Your left hand brings the pink hand cream from the Yellow Book to the table, and your right hand puts the purple nail clippers from the table to the Yellow Book"
61439,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the table, and with your right hand, put the pink comb from the table to the Yellow Book"
61440,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the table, and with your right hand, put the green comb from the table to the Yellow Book"
61441,Office,"Your left hand brings the pink hand cream from the Yellow Book to the table, and your right hand puts the purple comb from the table into the Yellow Book"
61442,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the table, and with your right hand, place the coaster1 on the table to the Yellow Book"
61443,Office,"With your left hand, bring the powder hand cream from the Yellow Book to the table, and with your right hand, place the coasters 1 on the table to the Yellow Book"
61444,Office,"With your left hand bring the powder hand cream from the Yellow Book to the table, and with your right hand put the coasters 3 from the table to the Yellow Book"
61445,Office,"With your left hand, bring the cream from the Yellow Book to the table, and with your right hand, place the phone case 1 on the table to the Yellow Book"
61446,Office,"With your left hand, bring the cream from the Yellow Book to the table, and with your right hand, place the phone case 1 on the table to the Yellow Book"
61447,Office,"With your left hand, bring the cream from the Yellow Book to the table, and with your right hand, put the phone case 3 from the table to the Yellow Book"
61448,Office,"With your left hand, take the cream from the Yellow Book to the table, and with your right hand, place the scissors on the table to the Yellow Book"
61449,Office,"Bring the cream from the Yellow Book to the table with your left hand, and put the blue scissors from the table to the Yellow Book with your right hand"
61450,Office,"Put the pink hand cream from the Yellow Book to the table with your left hand, and put the purple scissors from the table to the Yellow Book with your right hand"
61451,Office,"With your left hand, take the pink hand cream from the Yellow Book to the table, and with your right hand, put the red packet of tissue from the table to the Yellow Book"
61452,Office,"With your left hand, bring the powder cream from the Yellow Book to the table, and with your right hand, put the green packet of tissue from the table to the Yellow Book"
61453,Office,"With your left hand, bring the powder cream from the Yellow Book to the table, and with your right hand, put the blue packet of tissue from the table to the Yellow Book"
61454,Office,"With your left hand, bring the cream from the Yellow Book to the table, and with your right hand, place the earplugs from the table into the Yellow Book"
61455,Office,"With your left hand, bring the cream from the Yellow Book to the table, and with your right hand, put the blue earplugs from the table to the Yellow Book"
61456,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the table, and with your right hand, put the green earplugs from the table to the Yellow Book"
61457,Office,"With your left hand, bring the pink hand cream from the Yellow Book to the table, and with your right hand, put the pink and white eye mask from the table to the Yellow Book"
61458,Office,"With your left hand, take the powder cream from the Yellow Book to the table, and with your right hand, put the black eye patch from the table to the Yellow Book"
61459,Office,"The left hand brings the pink hand cream from the Yellow Book to the table, and the right hand puts the flesh-colored eye patch from the table to the Yellow Book"
61460,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the pink glasses from the table to the Yellow Book"
61461,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the green glasses from the table to the Yellow Book"
61462,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the black glasses from the table to the Yellow Book"
61463,Office,"The left hand moves the green hand cream from the Yellow Book to the table, and the right hand moves the Huawei phone from the table to the Yellow Book"
61464,Office,"The left hand moves the green hand cream from the Yellow Book to the table, and the right hand moves the black iPhone from the table to the Yellow Book"
61465,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the white iPhone on the table to the Yellow Book"
61466,Office,"With your left hand, bring the green hand cream from the Yellow Book to the desktop, and with your right hand, put the black remote control from the desktop to the Yellow Book"
61467,Office,"Bring the green hand cream from the Yellow Book to the desktop with your left hand, and put the white remote control from the desktop to the Yellow Book with your right hand"
61468,Office,"Bring the green hand cream from the Yellow Book to the desktop with your left hand, and put the blue remote control from the desktop to the Yellow Book with your right hand"
61469,Office,"With your left hand, bring the green hand cream from the Yellow Book to the desktop, and with your right hand, put the wired black headphones from the desktop to the Yellow Book"
61470,Office,"With your left hand, bring the green hand cream from the Yellow Book to the desktop, and with your right hand, put the wired white headphones from the desktop to the Yellow Book"
61471,Office,"With your left hand, bring the green hand cream from the Yellow Book to the desktop, and with your right hand, place the wired white and white headphones from the desktop to the Yellow Book"
61472,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the red watch from the table to the Yellow Book"
61473,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the orange watch from the table to the Yellow Book"
61474,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the blue watch from the table to the Yellow Book"
61475,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, put the pink hair clips from the table to the Yellow Book"
61476,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, put the white hair clip from the table to the Yellow Book"
61477,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, put the purple hair clips from the table to the Yellow Book"
61478,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, place the individual keys from the table onto the Yellow Book"
61479,Office,"The left hand brings the green hand cream from the Yellow Book to the table, and the right hand puts the set of keys from the table to the Yellow Book"
61480,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the black keys from the table to the Yellow Book"
61481,Office,"With your left hand, take the green hand cream from the Yellow Book to the table, and with your right hand, put the pink face mask from the table to the Yellow Book"
61482,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, put the blue face mask from the table to the Yellow Book"
61483,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, put the white face mask from the table to the Yellow Book"
61484,Office,"With your left hand, take the green hand cream from the Yellow Book to the desktop, and with your right hand, put the black power bank on the desktop to the Yellow Book"
61485,Office,"With your left hand, take the green hand cream from the Yellow Book to the desktop, and with your right hand, put the white power bank on the desktop to the Yellow Book"
61486,Office,"With your left hand, take the green hand cream from the Yellow Book to the desktop, and with your right hand, put the black and white power bank on the desktop to the Yellow Book"
61487,Office,"With your left hand, take the green hand cream from the Yellow Book to the table, and with your right hand, put the pink nail clippers from the table to the Yellow Book"
61488,Office,"The left hand brings the green hand cream from the Yellow Book to the table, and the right hand puts the green nail clippers from the table to the Yellow Book"
61489,Office,"Your left hand brings the green nail cream from the Yellow Book to the table, and your right hand puts the purple nail clippers from the table to the Yellow Book"
61490,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, put the pink comb from the table to the Yellow Book"
61491,Office,"Your left hand brings the green hand cream from the Yellow Book to the table, and your right hand puts the green comb from the table into the Yellow Book"
61492,Office,"Take the green hand cream from the Yellow Book to the table with your left hand, and put the purple comb from the table to the Yellow Book with your right hand"
61493,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, place the coaster 1 on the table to the Yellow Book"
61494,Office,"With your left hand bring the green hand cream from the Yellow Book to the table, and with your right hand put the coasters 2 from the table to the Yellow Book"
61495,Office,"With your left hand bring the green hand cream from the Yellow Book to the table, and with your right hand put the coasters 3 from the table to the Yellow Book"
61496,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, place the phone case 1 on the table to the Yellow Book"
61497,Office,"With your left hand, bring the green hand cream from the Yellow Book to the desktop, and with your right hand, put the phone case 1 on the desktop to the Yellow Book"
61498,Office,"With your left hand, bring the green hand cream from the Yellow Book to the desktop, and with your right hand, put the phone case 3 from the desktop to the Yellow Book"
61499,Office,"With your left hand, bring the green hand cream from the Yellow Book to the table, and with your right hand, put the pink scissors from the table to the Yellow Book"
61500,Office,"Bring the green hand cream from the Yellow Book to the table with your left hand, and put the blue scissors from the table to the Yellow Book with your right hand"
61501,Office,"Bring the green hand cream from the Yellow Book to the table with your left hand, and put the purple scissors from the table to the Yellow Book with your right hand"
61502,Office,"With your left hand, take the green hand cream from the Yellow Book to the table, and with your right hand, put the red packet of paper towels from the table to the Yellow Book"
